1.993696838617324829e-01;2.447091788053512573e-01;4.243116378784179688e-01;-1.795388698577880859e+00;1.614649407565593719e-02;1.178616210818290710e-01;3.916486203670501709e-01;4.876760020852088928e-02;3.581746816635131836e-01
-8.183847665786743164e-01;3.953141868114471436e-01;3.412513136863708496e-01;1.444007754325866699e-01;5.394771099090576172e-01;-5.715368390083312988e-01;-3.709102272987365723e-01;1.038034930825233459e-01;1.163747087121009827e-01
-1.198985613882541656e-02;1.000068545341491699e+00;-1.034881711006164551e+00;1.153882406651973724e-02;-1.463597267866134644e-01;-1.031586155295372009e-01;3.378591835498809814e-01;-9.261790663003921509e-02;2.155023813247680664e-02
1.914573758840560913e-01;-1.108806133270263672e+00;-1.526783108711242676e-01;6.724117696285247803e-02;2.093569934368133545e-01;3.056466877460479736e-01;-2.554472722113132477e-02;1.364476978778839111e-01;4.171748459339141846e-01
-2.040025740861892700e-01;-3.674202859401702881e-01;-4.536488652229309082e-01;2.115721225738525391e+00;-6.473175017163157463e-04;-1.578800231218338013e-01;-4.457517266273498535e-01;-1.018348708748817444e-02;-4.872943162918090820e-01
1.418573498725891113e+00;3.916283324360847473e-02;-3.483897745609283447e-01;2.042852714657783508e-02;-2.927510812878608704e-02;-5.021415352821350098e-01;-3.648630976676940918e-01;2.614250183105468750e-01;-5.758860111236572266e-01
9.549531340599060059e-02;-4.326449632644653320e-01;3.082286715507507324e-01;-8.664377965033054352e-03;2.700853347778320312e-01;1.042419895529747009e-01;-5.069712921977043152e-02;4.266134798526763916e-01;-6.935597658157348633e-01
-7.839139550924301147e-02;-4.925050437450408936e-01;5.047119259834289551e-01;2.636892348527908325e-02;-4.011733531951904297e-01;-2.406003922224044800e-01;6.070075035095214844e-01;-4.074523448944091797e-01;4.387124776840209961e-01
2.282054275274276733e-01;-3.604542613029479980e-01;1.521345973014831543e-01;-5.349728837609291077e-02;9.134352803230285645e-01;8.121021091938018799e-03;-8.245888352394104004e-01;-5.452302098274230957e-01;4.933802783489227295e-01
-3.898310959339141846e-01;3.165629133582115173e-02;2.562140226364135742e-01;-8.322044461965560913e-02;1.659654080867767334e-01;2.845951355993747711e-02;3.189874887466430664e-01;3.601232171058654785e-02;-3.434009850025177002e-01
8.646728396415710449e-01;-4.211894869804382324e-01;-3.638750910758972168e-01;-1.426359266042709351e-01;-5.596165060997009277e-01;5.846216678619384766e-01;3.782258331775665283e-01;-1.006504073739051819e-01;-1.147441640496253967e-01
-2.806179225444793701e-01;5.784555673599243164e-01;-3.208014965057373047e-01;4.768586903810501099e-02;-1.171066999435424805e+00;-1.883676834404468536e-02;1.006588220596313477e+00;4.169470965862274170e-01;-2.670839130878448486e-01
-4.580195248126983643e-01;-3.745261132717132568e-01;1.464259624481201172e-01;7.966016419231891632e-03;-2.439120726194232702e-04;9.608141779899597168e-01;-1.134333610534667969e-01;-1.625391244888305664e-01;-7.331042736768722534e-02
-2.468436807394027710e-01;1.335779547691345215e+00;8.312268555164337158e-02;-7.356354594230651855e-02;-2.674834430217742920e-01;-3.442812263965606689e-01;6.035910546779632568e-02;-1.898380368947982788e-01;-4.102554917335510254e-01
5.104576945304870605e-01;1.126739233732223511e-01;3.376180827617645264e-01;1.939579960890114307e-03;-3.886977136135101318e-01;3.445985317230224609e-01;-1.099530935287475586e+00;-1.589912176132202148e-01;3.944634795188903809e-01
-3.005005121231079102e-01;-2.847359776496887207e-01;-4.782654047012329102e-01;-2.172946929931640625e-02;-4.715562462806701660e-01;-1.853448897600173950e-01;7.246041297912597656e-02;6.085213422775268555e-01;1.036699533462524414e+00
