-2.451567053794860840e-01;1.302441954612731934e-01;-1.434441059827804565e-01;-2.376283705234527588e-01;9.731332212686538696e-02;-9.857515245676040649e-02;-1.619649082422256470e-01;-1.991427689790725708e-01;7.296605408191680908e-02;3.095071613788604736e-01;-4.003362059593200684e-01;-5.033674463629722595e-02;1.193625256419181824e-01;3.231674730777740479e-01;-4.427376687526702881e-01;3.324285745620727539e-01;4.032693207263946533e-01;2.084740102291107178e-01;2.456590384244918823e-01;-2.211350388824939728e-02;-3.586653769016265869e-01;2.267899215221405029e-01;-3.012329638004302979e-01;1.851769536733627319e-01;-1.294531971216201782e-01;5.243156850337982178e-02;-3.945444822311401367e-01;-4.719531163573265076e-02;-1.362019032239913940e-01;-3.733336627483367920e-01;2.187323421239852905e-01;3.435658663511276245e-02;-1.294175982475280762e-01;-4.413815215229988098e-02;-4.982933104038238525e-01;-4.138393402099609375e-01;-3.588979365304112434e-03;-9.798704087734222412e-02;4.379480481147766113e-01;-2.062672674655914307e-01;-5.816543474793434143e-02;5.934500098228454590e-01;2.056611701846122742e-02;1.634522080421447754e-01;3.319097459316253662e-01
9.083262830972671509e-02;1.963277310132980347e-01;8.545804768800735474e-02;-8.164796233177185059e-01;-7.710979133844375610e-02;-7.098228335380554199e-01;-2.525830268859863281e-01;-7.322586774826049805e-01;1.293606217950582504e-02;4.847237467765808105e-01;-3.607057631015777588e-01;5.831269174814224243e-02;-1.986337900161743164e-01;-7.182271480560302734e-01;6.707467138767242432e-02;-6.298546791076660156e-01;4.288589060306549072e-01;1.540215164422988892e-01;-1.007719561457633972e-01;2.344818413257598877e-02;-2.662954665720462799e-02;-7.488208264112472534e-02;-2.390917241573333740e-01;-4.258993268013000488e-02;-4.888923466205596924e-01;2.665132880210876465e-01;-1.530645322054624557e-02;-5.068279057741165161e-02;9.252969175577163696e-02;-3.509720563888549805e-01;-9.824475646018981934e-02;-4.817693829536437988e-01;-7.821501493453979492e-01;2.275400795042514801e-02;1.601587086915969849e-01;5.188233852386474609e-01;3.877552971243858337e-02;-4.017691910266876221e-01;-8.374940603971481323e-02;9.183863550424575806e-02;-9.234723448753356934e-02;3.458662033081054688e-01;3.369688242673873901e-02;-7.202681303024291992e-01;-8.751445412635803223e-01
4.234483465552330017e-02;-1.257241219282150269e-01;-1.179269999265670776e-01;-6.826069355010986328e-01;4.883233085274696350e-02;-3.177370429039001465e-01;-2.496519237756729126e-01;-1.275576800107955933e-01;1.530365347862243652e-01;-7.802771031856536865e-02;-4.391728341579437256e-01;9.460011124610900879e-02;1.866063326597213745e-01;-5.321388319134712219e-02;-1.946282759308815002e-02;-5.321214795112609863e-01;1.359159648418426514e-01;-6.787692755460739136e-02;-1.380178779363632202e-01;4.992844164371490479e-02;5.141329392790794373e-02;-1.983519047498703003e-01;-2.349950522184371948e-01;-1.359969079494476318e-01;-7.987136952579021454e-03;3.606325760483741760e-02;-3.330027163028717041e-01;-4.779531061649322510e-02;-8.624672889709472656e-02;4.067274555563926697e-02;1.616552770137786865e-01;1.241239607334136963e-01;1.686166971921920776e-01;9.199521504342556000e-03;-2.817423343658447266e-01;-1.938056200742721558e-01;-1.531828641891479492e-01;-5.873690545558929443e-02;-5.006030201911926270e-02;-1.020046882331371307e-02;-1.444249153137207031e-01;4.400655161589384079e-03;-6.068092584609985352e-02;3.907918557524681091e-02;1.824944168329238892e-01
-1.063496693968772888e-01;4.986747801303863525e-01;1.339605003595352173e-01;1.007978245615959167e-01;3.474330306053161621e-01;2.844088375568389893e-01;-2.806302309036254883e-01;-4.835723340511322021e-01;-1.807424128055572510e-01;-3.689725100994110107e-01;5.220739245414733887e-01;1.414403505623340607e-02;4.469668865203857422e-02;2.844099104404449463e-01;-2.018268555402755737e-01;5.938339233398437500e-01;-1.985240876674652100e-01;-2.696700766682624817e-02;3.967976570129394531e-01;2.241474092006683350e-01;1.558898761868476868e-02;-1.107349246740341187e-01;4.720603227615356445e-01;5.340163707733154297e-01;3.032145202159881592e-01;-2.647930085659027100e-01;3.485211431980133057e-01;4.972205683588981628e-02;-4.192886352539062500e-01;1.277603507041931152e-01;3.473773598670959473e-01;-1.038244217634201050e-01;5.122700333595275879e-01;-1.633655875921249390e-01;-7.506568729877471924e-02;3.772641718387603760e-01;1.290413141250610352e-01;1.261066347360610962e-01;3.380397558212280273e-01;-4.483585059642791748e-01;-1.170824393630027771e-01;-1.377395838499069214e-01;-2.525263726711273193e-01;6.927528381347656250e-01;5.845643877983093262e-01
-1.807056665420532227e-01;9.381766617298126221e-02;-1.406640857458114624e-01;2.030258029699325562e-01;5.087811946868896484e-01;-5.589737743139266968e-02;2.315158694982528687e-01;3.695375025272369385e-01;-1.420288234949111938e-01;-2.353580892086029053e-01;-1.292795538902282715e-01;-2.066639959812164307e-01;-2.378530204296112061e-01;7.550451755523681641e-01;-3.717190921306610107e-01;-6.561719179153442383e-01;-6.274003982543945312e-01;-2.543716728687286377e-01;2.709707804024219513e-02;1.906675100326538086e-01;-5.918907001614570618e-02;1.903899461030960083e-01;-5.114292502403259277e-01;-4.342920184135437012e-01;-4.699847102165222168e-01;1.173109039664268494e-01;7.890493422746658325e-02;1.329495608806610107e-01;-1.828801184892654419e-01;2.696328982710838318e-02;2.300464063882827759e-01;-8.800742216408252716e-04;4.828366935253143311e-01;-4.362286627292633057e-01;-8.777552098035812378e-02;2.429638952016830444e-01;1.500755548477172852e-01;-9.320469945669174194e-02;-6.973350644111633301e-01;4.616819322109222412e-02;3.664277866482734680e-02;1.924441605806350708e-01;7.421009242534637451e-02;-4.065293073654174805e-02;4.932350516319274902e-01
2.841237001121044159e-02;5.631956085562705994e-02;2.424217909574508667e-01;3.573539480566978455e-02;-1.544201970100402832e-01;-7.843555510044097900e-02;3.233126923441886902e-02;4.566611051559448242e-01;5.347703583538532257e-03;-7.441673427820205688e-02;-5.827842354774475098e-01;1.076471339911222458e-02;-1.240983158349990845e-01;3.738830611109733582e-02;-1.885539293289184570e-02;8.286959677934646606e-02;9.138416498899459839e-02;2.685013459995388985e-03;2.655118890106678009e-02;1.806785315275192261e-01;-2.879889309406280518e-01;-9.370872378349304199e-02;-3.887028396129608154e-01;1.467813253402709961e-01;-2.463169097900390625e-01;1.157251521944999695e-01;1.355836093425750732e-01;-5.762612447142601013e-03;2.025687396526336670e-01;-1.731820702552795410e-01;1.317501813173294067e-01;1.279264390468597412e-01;2.276632189750671387e-01;-4.370832815766334534e-02;2.135282848030328751e-03;-1.038051024079322815e-01;1.590152382850646973e-01;1.177281290292739868e-01;7.610721141099929810e-02;-1.974903941154479980e-01;1.291286498308181763e-01;9.975168853998184204e-02;-8.421947062015533447e-02;-1.221933513879776001e-01;1.145312637090682983e-01
-3.999810200184583664e-03;-3.930359706282615662e-02;-3.547564446926116943e-01;-1.292284727096557617e-01;-3.431517481803894043e-01;1.881725937128067017e-01;-9.255980700254440308e-02;-6.355145573616027832e-02;-3.280498832464218140e-02;-2.521598897874355316e-02;3.686700016260147095e-03;-1.215750128030776978e-01;1.381367631256580353e-02;-1.145238652825355530e-01;2.778239846229553223e-01;-3.992170691490173340e-01;-3.179692327976226807e-01;1.877581477165222168e-01;2.763311266899108887e-01;2.260604202747344971e-01;-9.242963045835494995e-02;1.011661067605018616e-01;-1.527798324823379517e-01;-1.799368113279342651e-01;-4.255237877368927002e-01;-5.925122648477554321e-02;1.033019721508026123e-01;5.717741698026657104e-02;1.146886274218559265e-01;2.625226974487304688e-01;-2.842709720134735107e-01;-3.451390266418457031e-01;-4.784774780273437500e-01;-1.594455540180206299e-02;-4.694696664810180664e-01;1.121465638279914856e-01;-2.041403651237487793e-01;2.478334754705429077e-01;-1.434036940336227417e-01;1.197239905595779419e-01;-1.892108917236328125e-01;4.902470409870147705e-01;1.383102089166641235e-01;1.175729855895042419e-01;-4.291530549526214600e-01
-5.591196939349174500e-03;1.671357452869415283e-01;8.531339466571807861e-03;-1.433612853288650513e-01;-1.910910382866859436e-02;9.682545810937881470e-02;-5.488434433937072754e-01;2.067232131958007812e-01;2.751066721975803375e-02;-3.318632543087005615e-01;2.589676529169082642e-03;4.043127968907356262e-02;1.554545164108276367e-01;-5.695004388689994812e-02;-1.551073193550109863e-01;-2.332307100296020508e-01;8.834716677665710449e-02;-1.435560360550880432e-02;5.583575740456581116e-02;1.456901878118515015e-01;4.731693863868713379e-02;-7.086213678121566772e-02;1.502705365419387817e-01;-4.690592885017395020e-01;4.457759112119674683e-02;1.374824643135070801e-01;-2.099783867597579956e-01;-5.101666599512100220e-02;4.946323484182357788e-02;-3.691422343254089355e-01;-2.012790441513061523e-01;4.931699857115745544e-02;6.931604444980621338e-02;-2.432117760181427002e-01;-2.536487281322479248e-01;-6.595446169376373291e-02;1.177043840289115906e-02;6.341943889856338501e-02;-3.790391981601715088e-01;-2.706510424613952637e-01;8.927236311137676239e-03;-6.750594079494476318e-02;-2.360867559909820557e-01;-1.102894619107246399e-01;1.388719081878662109e-01
-4.702863991260528564e-01;1.743385642766952515e-01;5.140247941017150879e-02;1.917758136987686157e-01;1.334046125411987305e-01;-1.997444927692413330e-01;2.375810444355010986e-01;2.491357922554016113e-01;-4.311597347259521484e-01;3.063026070594787598e-02;-4.534695148468017578e-01;-1.269527524709701538e-01;-3.687121719121932983e-02;-2.427423000335693359e-01;-2.407414615154266357e-01;9.538535773754119873e-02;2.192218154668807983e-01;-2.122436612844467163e-01;-5.421807244420051575e-02;2.309021502733230591e-01;-2.783646285533905029e-01;3.456040518358349800e-03;-5.177745819091796875e-01;-9.524759650230407715e-01;-2.263195812702178955e-01;2.454691678285598755e-01;1.863494813442230225e-01;6.812325119972229004e-02;-2.730557322502136230e-01;-1.953599043190479279e-02;-6.595913320779800415e-02;-4.173653572797775269e-02;1.985408663749694824e-01;-5.358840823173522949e-01;-1.829289942979812622e-01;-6.653113663196563721e-02;-1.911452971398830414e-02;3.304759860038757324e-01;-4.628409147262573242e-01;-1.173291578888893127e-01;-8.363891392946243286e-02;1.485179662704467773e-01;-1.834494620561599731e-01;-3.622999489307403564e-01;-1.636398285627365112e-01
2.325297594070434570e-01;-4.042297303676605225e-01;-2.779270410537719727e-01;9.814962744712829590e-02;-8.626837730407714844e-01;-1.257986277341842651e-01;-2.008531941100955009e-03;-2.255084365606307983e-01;-6.334064006805419922e-01;-8.245361447334289551e-01;-7.475692033767700195e-01;-9.327956289052963257e-02;4.147325158119201660e-01;-3.337942957878112793e-01;-2.493055760860443115e-01;-3.709954023361206055e-02;-5.335178375244140625e-01;-1.768324337899684906e-02;-1.305757835507392883e-02;1.488975137472152710e-01;-4.360284656286239624e-03;1.738163977861404419e-01;-6.318532824516296387e-01;4.379942715167999268e-01;-3.246940374374389648e-01;-5.825540982186794281e-03;-7.528926730155944824e-01;1.397612132132053375e-02;1.437088549137115479e-01;-4.495378732681274414e-01;-3.922857642173767090e-01;-7.221555709838867188e-02;-5.674184560775756836e-01;-5.213410258293151855e-01;-1.272194832563400269e-01;-3.206887245178222656e-01;-4.957195743918418884e-02;-1.299276202917098999e-01;-1.128162071108818054e-02;3.357654511928558350e-01;2.179104238748550415e-01;-3.624242963269352913e-04;5.024853348731994629e-02;4.010594785213470459e-01;-1.178634688258171082e-01
